Market,Facility,Sales Order #,Work Order #,Customer Reference Number,Alternate Reference Number,Booked Date,Sales Order Status,Work Order Status,Operational Status,Scheduling Status,Receiving Status,Work Order Hold Type,Status Updated Date,Order Category,Original Scheduled Date,Scheduled Date,Deliver By Date,Sales Order ClosedDate,Work Order ClosedDate,Days to First Call,Days to Schedule,Courtesy Call Date,First Schedule Attempt,First Offered Date,Last Call Date,First Schedule Date,Rescheduled Date,Scheduling Attempts,Not At Home Exception,Weather Exception,Refused Exception,Stop Exception,Item Exception,Base Services,Service Windows,Customer City,Customer State,CustomerZip,Customer loc Lattitude,Avg Miles Per Order
LMH Jacksonville,LAST MILE HUB JACKSONVILLE,000005TC2JB9C000004000,000005TQLV23U000006000,TONAL1000106982,-,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/5/2021,Service Only,4/5/2021,4/5/2021,4/5/2021,4/12/2021,4/5/2021,,,,,4/7/2021,,,4/5/2021,0,Not At Home/Business Closed,,,"Cannot Perform Stop,",,Assembly Only,09:00:00 - 13:00:00,JACKSONVILLE,FL,32250,30.2652020000,26.8
LMH Jacksonville,LAST MILE HUB JACKSONVILLE,000005TC2JB9C000004000,000005VK1S1VU000002000,TONAL1000106982,-,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/12/2021,Service Only,4/12/2021,4/12/2021,4/12/2021,4/12/2021,4/12/2021,,,,,4/14/2021,,,4/12/2021,0,,,,,,Wall to Wall Relocation,10:00:00 - 14:00:00,JACKSONVILLE,FL,32250,30.2652020000,26.8
LMH Jacksonville,LAST MILE HUB JACKSONVILLE,000005TRV9P7O000002000,000005TRV9SH8000002000,1000204044-Relocatio,,2/5/2021,Open,Open,Ready to Route,Date Scheduled,Not Applicable,No Hold,3/25/2021,Service Only,4/5/2021,6/23/2021,6/23/2021,,,,,,,4/14/2021,,,6/23/2021,1,,,,,,Assembly Only,07:00:00 - 22:00:00,JACKSONVILLE,FL,32224,30.2532621000,28.6
LMH Jacksonville,LAST MILE HUB JACKSONVILLE,000006126J47O000004000,000006126J6EK000004000,1000015003-WO,n/a,2/5/2021,In Progress,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/21/2021,Service Only,4/21/2021,4/21/2021,4/21/2021,,4/21/2021,0,0,4/14/2021,4/14/2021,4/21/2021,4/20/2021,4/14/2021,4/21/2021,2,,,,"Cannot Perform Stop,",,Service Call,08:00:00 - 12:00:00,JACKSONVILLE,FL,32204,30.3122986000,15.08
LMH Jacksonville,LAST MILE HUB JACKSONVILLE,000006126J47O000004000,00000626LAEQ0000006000,1000015003-WO,n/a,2/5/2021,In Progress,Open,Ready to Route,Not Ready to Schedule,Not Applicable,Hard Hold,4/22/2021,Service Only,4/26/2021,1/1/1900,,,,0,0,4/21/2021,4/21/2021,5/5/2021,4/21/2021,4/21/2021,,1,,,,,,Service Call,06:00:00 - 18:00:00,JACKSONVILLE,FL,32204,30.3122986000,15.08
LMH Elizabeth,LAST MILE HUB ELIZABETH,000005LPI2FQ4000006000,000005LPI2HSU000006000,716174 - REINSTALL,1000085748,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/10/2021,Service Only,2/10/2021,2/10/2021,2/10/2021,,2/10/2021,,,,,2/6/2021,,,2/10/2021,,Not At Home/Business Closed,,,"Cannot Perform Stop,",,Attempted Pickup or Delivery - Repair Service,13:00:00 - 17:00:00,JERSEY CITY,NJ,07307,40.7434726000,13.66
LMH Elizabeth,LAST MILE HUB ELIZABETH,000005LPI2FQ4000006000,000005N2CTDDU000002000,716174 - REINSTALL,1000085748,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/19/2021,Service Only,2/19/2021,2/19/2021,2/19/2021,,2/19/2021,,,,,2/15/2021,,,2/19/2021,4,,,,"Cannot Perform Stop,",,Attempted Pickup or Delivery - Repair Service,09:00:00 - 13:00:00,JERSEY CITY,NJ,07307,40.7434726000,13.66
LMH Elizabeth,LAST MILE HUB ELIZABETH,000005LPI2FQ4000006000,000005OGKBG9Q000002000,716174 - REINSTALL,1000085748,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/25/2021,Service Only,2/25/2021,2/25/2021,2/25/2021,,2/25/2021,,,,,2/24/2021,,,2/25/2021,1,,,,"Cannot Perform Stop,",,Assembly Only,09:00:00 - 13:00:00,JERSEY CITY,NJ,07307,40.7434726000,
LMH Elizabeth,LAST MILE HUB ELIZABETH,000005LPI2FQ4000006000,000005PFNDVTA000004000,716174 - REINSTALL,1000085748,2/5/2021,Completed,Cancelled,Cancelled,Ready to Schedule,Not Applicable,No Hold,3/2/2021,Service Only,,1/1/1900,,,,,,,,3/3/2021,,,,,,,,,,Assembly Only,06:00:00 - 18:00:00,JERSEY CITY,NJ,07307,40.7434726000,
LMH Elizabeth,LAST MILE HUB ELIZABETH,000005M0KQCO2000004000,000005M0KQGGC000004000,1000156600-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/13/2021,Service Only,2/13/2021,2/13/2021,2/13/2021,2/13/2021,2/13/2021,,,,,2/9/2021,,,2/13/2021,4,,,,,,Wall to Wall Relocation,10:00:00 - 14:00:00,JERSEY CITY,NJ,07302,40.7257245000,14.67
LMH Elizabeth,LAST MILE HUB ELIZABETH,000005PB6Q55U000002000,000005PB6Q76C000002000,716174 - REINSTALL,1000085748,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/1/2021,Service Only,3/1/2021,3/1/2021,3/1/2021,3/1/2021,3/1/2021,,,,,2/27/2021,,,3/1/2021,,,,,,,Assembly Only,11:00:00 - 15:00:00,JERSEY CITY,NJ,07307,40.7434726000,13.66
LMH Elizabeth,LAST MILE HUB ELIZABETH,000005STNG3MK000006000,000005STNG5VM000006000,13374012-relocation,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/26/2021,Service Only,3/26/2021,3/26/2021,3/26/2021,3/26/2021,3/26/2021,,,,,3/24/2021,,,3/26/2021,2,,,,,,Assembly Only,09:00:00 - 13:00:00,JERSEY CITY,NJ,07302,40.7257245000,34.15
LMH Elizabeth,LAST MILE HUB ELIZABETH,000006370JGHU000006000,000006370JJ1S000004000,13374012-reinstall,,2/5/2021,Open,Open,Ready to Route,Ready to Schedule,Not Applicable,No Hold,4/27/2021,Service Only,,1/1/1900,,,,,,,4/27/2021,4/30/2021,,,,1,,,,,,Assembly Only,,JERSEY CITY,NJ,07302,40.7257245000,34.15
LMH Charleston,LAST MILE HUB CHARLESTON,000005SD7UJ10000004000,000005SD7UL1U000002000,1000093512-WO,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/18/2021,Service Only,3/18/2021,3/18/2021,3/18/2021,3/18/2021,3/18/2021,,,,,3/23/2021,,,3/18/2021,,,,,"Out of Time Window,",,Repair Service,12:00:00 - 16:00:00,JOHNS ISLAND,SC,29455,32.7087197000,28.72
LMH Kansas City,LAST MILE HUB KANSAS CITY,000005G1KF89Q000006000,000005TC81044000006000,TONAL1000099485,1000099485,2/5/2021,Completed,Cancelled,Cancelled,Ready to Schedule,Not Applicable,No Hold,3/22/2021,Service Only,,1/1/1900,,,,,,,,3/25/2021,,,,,,,,,,Assembly Only,06:00:00 - 18:00:00,KANSAS CITY,MO,64111,39.0688859000,15.24
LMH Kansas City,LAST MILE HUB KANSAS CITY,000005LQBFDRC000004000,000005LQBFGB8000004000,TONAL1000104113RMA-WO-REINSTALL,1000104113-RMA,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/16/2021,Service Only,2/8/2021,2/8/2021,2/8/2021,4/16/2021,2/8/2021,,,,,2/11/2021,,,2/8/2021,,,,,,,Assembly Only,11:00:00 - 15:00:00,KANSAS CITY,MO,64110,39.0232449000,14.66
LMH Kansas City,LAST MILE HUB KANSAS CITY,0000061TUOTLI000002000,0000061TUOVHA000002000,1000221750-relo,,2/5/2021,Open,Open,Routed,Date Scheduled,Not Applicable,No Hold,4/26/2021,Service Only,5/10/2021,5/10/2021,5/10/2021,,,0,0,4/20/2021,4/19/2021,4/26/2021,4/20/2021,4/20/2021,5/10/2021,3,,,,,,Assembly Only,07:00:00 - 22:00:00,KANSAS CITY,MO,64154,39.2671413000,31.34
LMH Dallas,LAST MILE HUB DALLAS,000005LRQ576G000004000,000005LRQ59DE000006000,1000155197-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/1/2021,Service Only,2/23/2021,2/23/2021,2/23/2021,3/1/2021,2/23/2021,,,,,2/23/2021,,,2/23/2021,,,,,,,Relocation - Delivery with Installation 0-50 miles,07:00:00 - 22:00:00,KELLER,TX,76248,32.9409914000,33.51
LMH Houston,LAST MILE HUB HOUSTON,000005Q13QH2K000002000,000005Q13QJ2G000006000,1000186901-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/16/2021,Service Only,3/16/2021,3/16/2021,3/16/2021,3/24/2021,3/16/2021,,,,,3/5/2021,,,3/16/2021,8,,,,"Cannot Perform Stop,",,Relocation - Delivery with Installation 0-50 miles,11:00:00 - 15:00:00,KEMAH,TX,77565,29.5530958000,51.89
LMH Houston,LAST MILE HUB HOUSTON,000005Q13QH2K000002000,000005SDP70CU000004000,1000186901-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/24/2021,Service Only,3/23/2021,3/23/2021,3/23/2021,3/24/2021,3/23/2021,,,,,3/26/2021,,,3/23/2021,,,,,"Out of Time Window,",,Relocation - Delivery with Installation 0-50 miles,09:00:00 - 13:00:00,KEMAH,TX,77565,29.5530958000,51.89
LMH Seattle,LAST MILE HUB SEATTLE,000005ML1PAIA000006000,000005ML1PCES000006000,1000161332-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/16/2021,Service Only,2/15/2021,2/15/2021,2/15/2021,2/16/2021,2/16/2021,,,,,2/11/2021,,,2/15/2021,4,,,,"Out of Time Window,",,Relocation - Delivery with Installation 0-50 miles,14:00:00 - 18:00:00,KENMORE,WA,98028,47.7404115000,40.51
LMH Austin,LAST MILE HUB AUSTIN,000005LV3NNPE000004000,000005LV3NPGE000004000,10118-RELOCATION,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/13/2021,Service Only,2/13/2021,2/13/2021,2/13/2021,2/13/2021,2/13/2021,,,,,2/6/2021,,,2/13/2021,,,,,,,Assembly Only,12:00:00 - 16:00:00,KILLEEN,TX,76542,31.0608811000,49.56
LMH Orlando,LAST MILE HUB ORLANDO,0000062388ROC000002000,00000623896BE000002000,1000222256-relo,,2/5/2021,Open,Open,Ready to Route,Date Scheduled,Not Applicable,No Hold,4/23/2021,Service Only,4/28/2021,6/11/2021,6/11/2021,,,,,,,5/5/2021,,,6/11/2021,1,,,,,,Relocation - Pick Up,07:00:00 - 22:00:00,KISSIMMEE,FL,34747,28.2990356000,21.09
LMH Knoxville,LAST MILE HUB KNOXVILLE,000005SRSDBK2000004000,000005SRSDDLO000002000,738950,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/21/2021,Service Only,3/20/2021,3/20/2021,3/20/2021,3/21/2021,3/20/2021,,,,,3/25/2021,,,3/20/2021,,,,,,,Assembly Only,09:00:00 - 13:00:00,KNOXVILLE,TN,37919,35.9463360000,12.2
LMH Chicago,LAST MILE HUB CHICAGO,00000631ECMRA000004000,00000631ECOUU000004000,738901,1000122068,2/5/2021,Open,Open,Ready to Route,Date Scheduled,Not Applicable,No Hold,4/26/2021,Service Only,5/4/2021,5/4/2021,5/4/2021,,,0,0,4/26/2021,4/26/2021,5/4/2021,4/26/2021,4/26/2021,5/4/2021,1,,,,,,Service Call,07:00:00 - 22:00:00,LA GRANGE,IL,60525,41.8020875000,17.37
LMH Ontario,LAST MILE HUB ONTARIO,000006063NCDU000004000,000006063NE70000002000,1000213541-Relo,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/20/2021,Service Only,4/20/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,,,,,4/13/2021,,,4/20/2021,1,,,,,,Wall to Wall Relocation,10:00:00 - 14:00:00,LA QUINTA,CA,92253,33.6532054000,90.06
LMH Ontario,LAST MILE HUB ONTARIO,000005SE3K5VI000002000,000005SE3K7G2000006000,1000200011-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/22/2021,Service Only,3/22/2021,3/22/2021,3/22/2021,3/22/2021,3/22/2021,,,,,3/22/2021,,,3/22/2021,2,,,,,,Relocation - Delivery with Installation 0-50 miles,11:00:00 - 15:00:00,LADERA RANCH,CA,92694,33.5286786000,52.47
LMH Ontario,LAST MILE HUB ONTARIO,000005N9KHJ56000006000,000005N9KHKT2000004000,1000162997-relocatio,,2/5/2021,Void,Cancelled,Cancelled,Date Scheduled,Not Applicable,No Hold,2/17/2021,Service Only,2/17/2021,2/19/2021,2/19/2021,,,,,,,2/22/2021,,,2/19/2021,1,,,,,,Relocation - Delivery with Installation 0-50 miles,07:00:00 - 22:00:00,LAGUNA BEACH,CA,92651,33.5480709000,48.69
LMH Minneapolis,LAST MILE HUB MINNEAPOLIS,0000060U4E2IO000002000,0000060U4E4H4000002000,1000056539-UNINSTALL,1000056539-UNINSTALL,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/14/2021,Service Only,4/14/2021,4/14/2021,4/14/2021,4/14/2021,4/14/2021,,,,,4/16/2021,,,4/14/2021,,,,,,,Assembly Only,09:00:00 - 13:00:00,LAKE ELMO,MN,55042,45.0321615000,24.28
LMH St. Louis,LAST MILE HUB ST. LOUIS,000005TIKQNEU000002000,000005TIKQPFQ000002000,1000204559-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/6/2021,Service Only,4/5/2021,4/6/2021,4/6/2021,4/12/2021,4/6/2021,,,,,3/29/2021,,,4/6/2021,2,,,,"Cannot Perform Stop,",,Assembly Only,13:00:00 - 17:00:00,LAKE SAINT LOUIS,MO,63367,38.7963312000,23.96
LMH St. Louis,LAST MILE HUB ST. LOUIS,000005TIKQNEU000002000,000005VP9UIHI000002000,1000204559-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/12/2021,Service Only,4/12/2021,4/12/2021,4/12/2021,4/12/2021,4/12/2021,,,,,4/12/2021,,,4/12/2021,1,,,,,,Assembly Only,12:00:00 - 16:00:00,LAKE SAINT LOUIS,MO,63367,38.7963312000,23.96
LMH St. Louis,LAST MILE HUB ST. LOUIS,000005URPQFOG000004000,000005URPQISE000004000,1000165184-relocatio,,2/5/2021,Open,Open,Routed,Date Scheduled,Not Applicable,No Hold,4/21/2021,Service Only,5/3/2021,5/3/2021,5/3/2021,,,,,,,4/5/2021,,,5/3/2021,2,,,,,,Assembly Only,07:00:00 - 22:00:00,LAKE SAINT LOUIS,MO,63367,38.7749863000,24.32
LMH Los Angeles,LAST MILE HUB LOS ANGELES,000005OS23DMI000004000,000005OS23FHQ000006000,708673,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/11/2021,Service Only,2/24/2021,3/11/2021,3/11/2021,3/11/2021,3/11/2021,,,,,2/25/2021,,,3/11/2021,7,,,,,,Repair Service,13:00:00 - 17:00:00,LAKE SHERWOOD,CA,91361,34.1414727000,47.91
LMH Tampa,LAST MILE HUB TAMPA,0000063274CEU000002000,0000063274EC4000004000,1000222058-relo,,2/5/2021,Open,Open,Ready to Route,Ready to Schedule,Not Applicable,No Hold,4/26/2021,Service Only,,1/1/1900,,,,,,,4/26/2021,5/3/2021,,,,2,,,,,,Assembly Only,,LAKELAND,FL,33813,27.9489307000,39.52
LMH Los Angeles,LAST MILE HUB LOS ANGELES,00000603QOU7G000002000,00000603QP0N2000006000,TONAL1000133914,1000133914,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/15/2021,Service Only,4/15/2021,4/15/2021,4/15/2021,4/15/2021,4/15/2021,,,,,,,,4/15/2021,1,,,,"Out of Time Window,",,Wall to Wall Relocation,10:00:00 - 14:00:00,LANCASTER,CA,93534,34.7119290000,76.69
LMH Los Angeles,LAST MILE HUB LOS ANGELES,000006095I14I000006000,000006095I34K000004000,1000133914-WO,n/a,2/5/2021,Open,Open,Ready to Route,Ready to Schedule,Not Applicable,No Hold,4/9/2021,Service Only,,1/1/1900,,,,,,,,,,,,4,,,,,,Assembly Only,,LANCASTER,CA,93534,34.7119290000,76.69
LMH New Orleans,LAST MILE HUB NEW ORLEANS,000005VUKOO32000006000,000005VUKOTQO000006000,TONAL1000131547,1000131547,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/8/2021,Service Only,4/8/2021,4/8/2021,4/8/2021,4/8/2021,4/8/2021,,,,,,,,4/8/2021,,,,,"Out of Time Window,",,Assembly Only,08:00:00 - 12:00:00,LAPLACE,LA,70068,30.0935994000,42.12
LMH McAllen,LAST MILE HUB MCALLEN,000005PARCRKK000006000,000005PARCU76000006000,TONAL1000108856,1000108856,2/5/2021,In Progress,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/10/2021,Service Only,3/10/2021,3/10/2021,3/10/2021,,3/10/2021,,,,,,,,3/10/2021,,Not At Home/Business Closed,,,"Cannot Perform Stop,",,Assembly Only,13:00:00 - 17:00:00,LAREDO,TX,78045,27.5841595000,154.72
LMH McAllen,LAST MILE HUB MCALLEN,000005PARCRKK000006000,000005RFDPMNA000006000,TONAL1000108856,1000108856,2/5/2021,In Progress,Open,Ready to Route,Ready to Schedule,Not Applicable,No Hold,3/10/2021,Service Only,,1/1/1900,,,,,,,,,,,,3,,,,,,Assembly Only,06:00:00 - 18:00:00,LAREDO,TX,78045,27.5841595000,154.72
LMH Tampa,LAST MILE HUB TAMPA,000005N9PJRK0000006000,000005N9PJT68000006000,1000165309-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/23/2021,Service Only,2/23/2021,2/23/2021,2/23/2021,2/23/2021,2/23/2021,,,,,2/17/2021,,,2/23/2021,1,,,,,,Wall to Wall Relocation,12:00:00 - 16:00:00,LARGO,FL,33773,27.8765220000,30.75
LMH Washington,LAST MILE HUB WASHINGTON,000005UMBJAE8000006000,000005UMBJCQU000002000,1000206359-reloction,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/15/2021,Service Only,4/15/2021,4/15/2021,4/15/2021,4/15/2021,4/15/2021,,,,,4/5/2021,,,4/15/2021,3,,,,,,Relocation - Delivery with Installation 0-50 miles,10:00:00 - 14:00:00,LARGO,MD,20774,38.8927967000,46.88
LMH Las Vegas,LAST MILE HUB LAS VEGAS,000005HG20AUG000002000,000005MPIKETM000006000,13355250-RELOCATION,,2/5/2021,Completed,Cancelled,Cancelled,Date Scheduled,Not Applicable,No Hold,2/12/2021,Service Only,2/15/2021,2/15/2021,2/15/2021,,,,,,,2/12/2021,,,2/15/2021,5,,,,,,Assembly Only,07:00:00 - 22:00:00,LAS VEGAS,NV,89138,36.1686363000,22.23
LMH Las Vegas,LAST MILE HUB LAS VEGAS,000005LPJBIL2000002000,000005LPJBKO8000006000,TONAL1000104691-WO-SHOULDER CAP REPLACEMENT,1000104691,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/10/2021,Service Only,2/10/2021,2/10/2021,2/10/2021,2/10/2021,2/10/2021,,,,,2/8/2021,,,2/10/2021,1,,,,,,Service Call,13:00:00 - 17:00:00,LAS VEGAS,NV,89129,36.2358518000,22.45
LMH Las Vegas,LAST MILE HUB LAS VEGAS,000005P7LPLNE000002000,000005P7LPO2E000004000,1000178364-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/10/2021,Service Only,3/10/2021,3/10/2021,3/10/2021,3/10/2021,3/10/2021,,,,,3/1/2021,,,3/10/2021,1,,,,,,Assembly Only,10:00:00 - 14:00:00,LAS VEGAS,NV,89123,36.0321663000,19.61
LMH Las Vegas,LAST MILE HUB LAS VEGAS,000005R55VC8S000006000,000005R55VE50000002000,1000193343-relocatio,,2/5/2021,Open,Open,Ready to Route,Date Scheduled,Not Applicable,No Hold,3/8/2021,Service Only,5/3/2021,5/3/2021,5/3/2021,,,,,,,3/12/2021,,,5/3/2021,6,,,,,,Assembly Only,07:00:00 - 22:00:00,LAS VEGAS,NV,89135,36.1487680000,22.62
LMH Las Vegas,LAST MILE HUB LAS VEGAS,000005TCVBDR2000002000,000005TCVBFTS000006000,1000199878-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/30/2021,Service Only,3/30/2021,3/30/2021,3/30/2021,3/30/2021,3/30/2021,,,,,3/29/2021,,,3/30/2021,2,,,,,,Assembly Only,10:00:00 - 14:00:00,LAS VEGAS,NV,89128,36.2102288000,16.21
LMH Las Vegas,LAST MILE HUB LAS VEGAS,000006063VSQE000004000,000006063VV28000004000,1000213526-relo,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/21/2021,Service Only,4/21/2021,4/21/2021,4/21/2021,4/21/2021,4/21/2021,,,,,4/12/2021,,,4/21/2021,,,,,,,Relocation - Pick Up,09:00:00 - 13:00:00,LAS VEGAS,NV,89117,36.1479407000,15.69
LMH Las Vegas,LAST MILE HUB LAS VEGAS,0000060647P5A000004000,0000060647R1K000002000,1000213526-relo,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/21/2021,Service Only,4/21/2021,4/21/2021,4/21/2021,4/21/2021,4/21/2021,11,,4/20/2021,,4/12/2021,4/21/2021,,4/21/2021,0,,,,,,Relocation - Delivery with Installation 0-50 miles,09:00:00 - 13:00:00,LAS VEGAS,NV,89135,36.1169743000,22.11
LMH Las Vegas,LAST MILE HUB LAS VEGAS,000006129HSM0000002000,000006129HUS4000002000,TONAL1000130877,1000130877,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/20/2021,Service Only,4/19/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,,0,,4/14/2021,4/19/2021,,4/14/2021,4/20/2021,2,,,,,,Service Call,09:00:00 - 13:00:00,LAS VEGAS,NV,89178,36.0404385000,24.29
LMH Houston,LAST MILE HUB HOUSTON,000005Q104BNG000002000,000005Q104EH0000006000,1000186901-relocatio,,2/5/2021,Void,Cancelled,Cancelled,Ready to Schedule,Not Applicable,No Hold,3/8/2021,Service Only,,1/1/1900,,,,,,,,3/5/2021,,,,8,,,,,,Relocation - Pick Up,06:00:00 - 18:00:00,LEAGUE CITY,TX,77573,29.5503966000,
LMH Houston,LAST MILE HUB HOUSTON,000005SHMU2OE000004000,000005SHMU57A000006000,1000186901-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/24/2021,Service Only,3/23/2021,3/23/2021,3/23/2021,3/24/2021,3/23/2021,,,,,3/26/2021,,,3/23/2021,,,,,"Out of Time Window,",,Relocation - Delivery with Installation 0-50 miles,09:00:00 - 13:00:00,LEAGUE CITY,TX,77573,29.5503966000,51.95
LMH Nashville,LAST MILE HUB NASHVILLE,000005P8FI63A000004000,000005P8FI7S8000004000,TONAL1000109867,1000109867,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/8/2021,Service Only,3/1/2021,3/8/2021,3/8/2021,3/8/2021,3/8/2021,,,,,3/1/2021,,,3/8/2021,,,,,"Out of Time Window,",,Assembly Only,08:00:00 - 12:00:00,LEBANON,TN,37087,36.2762009000,37.81
LMH Raleigh,LAST MILE HUB RALEIGH,000005S95FRFQ000002000,000005S95FTF8000002000,1000193309-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/26/2021,Service Only,3/26/2021,3/26/2021,3/26/2021,3/26/2021,3/26/2021,,,,,3/19/2021,,,3/26/2021,3,,,,,,Assembly Only,15:00:00 - 19:00:00,LILLINGTON,NC,27546,35.3050484000,54.99
LMH Boston,LAST MILE HUB BOSTON,000005ML2KS3E000002000,000005ML2KUJA000006000,1000150456-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/2/2021,Service Only,3/2/2021,3/2/2021,3/2/2021,3/2/2021,3/2/2021,,,,,2/12/2021,,,3/2/2021,8,,,,,,Wall to Wall Relocation,10:00:00 - 14:00:00,LITCHFIELD,NH,03052,42.8468953000,70.78
LMH Phoenix,LAST MILE HUB PHOENIX,0000060Q9DKHG000006000,0000060Q9DM7S000006000,1000216474-Relo,,2/5/2021,Open,Open,Ready to Route,Date Scheduled,Not Applicable,No Hold,4/12/2021,Service Only,5/8/2021,5/8/2021,5/8/2021,,,,,,,4/15/2021,,,5/8/2021,1,,,,,,Relocation - Pick Up,07:00:00 - 22:00:00,LITCHFIELD PARK,AZ,85340,33.5086762000,15.21
LMH Tampa,LAST MILE HUB TAMPA,000005P2ACTOK000004000,000005P2ACVLO000006000,1000183104-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/8/2021,Service Only,3/8/2021,3/8/2021,3/8/2021,3/8/2021,3/8/2021,,,,,3/8/2021,,,3/8/2021,1,,,,"Out of Time Window,",,Relocation - Pick Up,14:00:00 - 18:00:00,LITHIA,FL,33547,27.8581301000,20.49
LMH Tampa,LAST MILE HUB TAMPA,000005P2AJAH8000004000,000005P2AJCB4000002000,1000183104-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/8/2021,Service Only,3/8/2021,3/8/2021,3/8/2021,3/8/2021,3/8/2021,,,,,3/8/2021,,,3/8/2021,1,,,,,,Relocation - Delivery with Installation 0-50 miles,11:00:00 - 15:00:00,LITHIA,FL,33547,27.8621000000,20.76
LMH Elizabeth,LAST MILE HUB ELIZABETH,000005MJRNCS8000004000,000005MJRNELE000002000,1000016579-WO-Cap,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/19/2021,Service Only,2/24/2021,2/19/2021,2/19/2021,2/19/2021,2/19/2021,,,,,2/12/2021,,,2/19/2021,6,,,,,,Repair Service,09:00:00 - 13:00:00,LITTLE SILVER,NJ,07739,40.3457677000,36.23
LMH Atlanta,LAST MILE HUB ATLANTA,000006327DOJG000004000,000006327DQ9C000004000,1000224294-relo,,2/5/2021,Open,Open,Ready to Route,Date Scheduled,Not Applicable,No Hold,4/26/2021,Service Only,5/28/2021,5/28/2021,5/28/2021,,,0,0,4/27/2021,4/26/2021,4/29/2021,4/27/2021,4/27/2021,5/28/2021,2,,,,,,Relocation - Delivery with Installation 0-50 miles,07:00:00 - 22:00:00,LOGANVILLE,GA,30052,33.8863879000,57.34
LMH Union City,LAST MILE HUB UNION CITY,000005LKSJI7U000004000,000005LKSJMFQ000004000,1000152860-relocatio,,2/5/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/5/2021,Service Only,2/5/2021,2/5/2021,2/5/2021,2/5/2021,2/5/2021,,,,,2/5/2021,,,2/5/2021,2,,,,"Out of Time Window,",,Wall to Wall Relocation,16:00:00 - 20:00:00,LOS ALTOS,CA,94024,37.3782380000,22.81
